2018-05-31T15:02:48.867791907Z,dsa2018-greenhouse,dsa-greenhouse4,009BCC073521EB16,,,
2018-05-31T15:02:21.119441039Z,dsa2018-greenhouse,dsa-greenhouse3,00DA27735F6DCABF,,,
2018-05-31T15:00:50.667582301Z,dsa2018-greenhouse,dsa-greenhouse10,000FE818F5D8AA6D,90,18,
2018-05-31T15:01:26.665107355Z,dsa2018-greenhouse,dsa-greenhouse5,00C85C7EA2DBD7FB,99,20,
2018-05-31T15:02:02.744816394Z,dsa2018-greenhouse,dsa-greenhouse4,009BCC073521EB16,87,20,
2018-05-31T15:04:15.392226011Z,dsa2018-greenhouse,dsa-greenhouse4,009BCC073521EB16,,,
2018-05-31T15:03:16.640250494Z,dsa2018-greenhouse,dsa-greenhouse2,00FDB3E2299C8F52,82,20,
2018-05-31T15:03:01.539049391Z,dsa2018-greenhouse,dsa-greenhouse3,00DA27735F6DCABF,85,20,
2018-05-31T15:04:35.870720435Z,dsa2018-greenhouse,dsa-greenhouse10,000FE818F5D8AA6D,,,
2018-05-31T15:04:59.996817687Z,dsa2018-greenhouse,dsa-greenhouse5,00C85C7EA2DBD7FB,96,20,
2018-05-31T15:06:54.727694968Z,dsa2018-greenhouse,dsa-greenhouse10,000FE818F5D8AA6D,,,
2018-05-31T15:06:25.834843552Z,dsa2018-greenhouse,dsa-greenhouse3,00DA27735F6DCABF,86,20,
2018-05-31T15:05:55.660717395Z,dsa2018-greenhouse,dsa-greenhouse7,00EC5F7D15511ED7,87,20,
2018-05-31T15:05:42.091542676Z,dsa2018-greenhouse,dsa-greenhouse4,009BCC073521EB16,88,19,
2018-05-31T15:07:41.02014805Z,dsa2018-greenhouse,dsa-greenhouse10,000FE818F5D8AA6D,,,
2018-05-31T15:08:29.263303803Z,dsa2018-greenhouse,dsa-greenhouse8,00F7F58E55BD3129,92,19,
2018-05-31T15:08:10.936092668Z,dsa2018-greenhouse,dsa-greenhouse1,00E728AD2D27913A,,,
2018-05-31T15:07:52.393655633Z,dsa2018-greenhouse,dsa-greenhouse3,00DA27735F6DCABF,88,20,
2018-05-31T15:07:48.996567902Z,dsa2018-greenhouse,dsa-greenhouse8,00F7F58E55BD3129,96,19,
2018-05-31T15:09:59.851350139Z,dsa2018-greenhouse,dsa-greenhouse10,000FE818F5D8AA6D,,,
2018-05-31T15:12:30.695583046Z,dsa2018-greenhouse,dsa-greenhouse1,00E728AD2D27913A,92,18,
2018-05-31T15:10:17.882822126Z,dsa2018-greenhouse,dsa-greenhouse1,00E728AD2D27913A,91,18,
2018-05-31T15:12:49.25897897Z,dsa2018-greenhouse,dsa-greenhouse3,00DA27735F6DCABF,90,19,
2018-05-31T15:14:00.328103685Z,dsa2018-greenhouse,dsa-greenhouse8,00F7F58E55BD3129,93,19,
2018-05-31T15:14:30.876542999Z,dsa2018-greenhouse,dsa-greenhouse2,00FDB3E2299C8F52,87,20,
2018-05-31T15:14:58.92575308Z,dsa2018-greenhouse,dsa-greenhouse3,00DA27735F6DCABF,,,
2018-05-31T15:13:18.124808736Z,dsa2018-greenhouse,dsa-greenhouse5,00C85C7EA2DBD7FB,99,19,
2018-05-31T15:13:22.974908567Z,dsa2018-greenhouse,dsa-greenhouse4,009BCC073521EB16,91,19,
2018-05-31T15:14:37.476938456Z,dsa2018-greenhouse,dsa-greenhouse10,000FE818F5D8AA6D,,,
2018-05-31T15:15:20.750739416Z,dsa2018-greenhouse,dsa-greenhouse1,00E728AD2D27913A,93,18,
2018-05-31T15:16:37.659255316Z,dsa2018-greenhouse,dsa-greenhouse2,00FDB3E2299C8F52,87,20,
2018-05-31T15:16:13.168742415Z,dsa2018-greenhouse,dsa-greenhouse8,00F7F58E55BD3129,94,19,
2018-05-31T15:15:57.235019856Z,dsa2018-greenhouse,dsa-greenhouse2,00FDB3E2299C8F52,,,
2018-05-31T15:24:39.010833219Z,dsa2018-greenhouse,dsa-greenhouse10,000FE818F5D8AA6D,,,
2018-05-31T15:24:02.95628391Z,dsa2018-greenhouse,dsa-greenhouse4,009BCC073521EB16,92,18,
2018-05-31T15:24:21.582009977Z,dsa2018-greenhouse,dsa-greenhouse2,00FDB3E2299C8F52,94,20,
